2024-02-27 20:44:32,563 INFO  Logger.cs: 70 - 
2024-02-27 20:53:00,040 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2024-02-27 20:53:00,041 INFO  ExportHelperExtension.cs: 1402 - Fixing 22
2024-02-27 20:53:00,041 INFO  ExportHelperExtension.cs: 1409 - Component 22 is already fixed
2024-02-27 20:53:00,099 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2024-02-27 20:53:00,099 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2024-02-27 20:53:00,099 INFO  ExportHelperExtension.cs: 849 - L1: 0
2024-02-27 20:53:00,100 INFO  ExportHelperExtension.cs: 857 - L2: 0
2024-02-27 20:53:00,323 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child box1_Link failed
2024-02-27 20:53:00,341 INFO  ExportHelperExtension.cs: 347 - Creating joint box2_Link
2024-02-27 20:53:00,341 INFO  ExportHelperExtension.cs: 1397 - Fixing components for box1_Link
2024-02-27 20:53:00,342 INFO  ExportHelperExtension.cs: 1402 - Fixing 19
2024-02-27 20:53:00,342 INFO  ExportHelperExtension.cs: 1409 - Component 19 is already fixed
2024-02-27 20:53:00,342 INFO  ExportHelperExtension.cs: 1402 - Fixing 20
2024-02-27 20:53:00,342 INFO  ExportHelperExtension.cs: 1409 - Component 20 is already fixed
2024-02-27 20:53:00,342 INFO  ExportHelperExtension.cs: 1402 - Fixing 22
2024-02-27 20:53:00,343 INFO  ExportHelperExtension.cs: 1409 - Component 22 is already fixed
2024-02-27 20:53:00,370 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2024-02-27 20:53:00,370 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2024-02-27 20:53:00,370 INFO  ExportHelperExtension.cs: 849 - L1: 0
2024-02-27 20:53:00,370 INFO  ExportHelperExtension.cs: 857 - L2: 0
2024-02-27 20:53:00,378 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent box1_Link to child box2_Link failed
2024-02-27 20:53:00,717 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 20240227
2024-02-27 20:53:00,739 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 20240227
2024-02-27 20:53:00,740 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 20240227
2024-02-27 20:53:00,740 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-27 20:53:00,740 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-02-27 20:53:00,740 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 20240227.STEP-1
2024-02-27 20:53:00,741 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 20240227.STEP-1
2024-02-27 20:53:00,741 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 20240227.STEP-1
2024-02-27 20:53:00,741 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 20240227
2024-02-27 20:53:00,741 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 20240227
2024-02-27 20:53:00,741 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 20240227
2024-02-27 20:53:00,742 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-27 20:53:00,742 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-02-27 20:53:00,742 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 20240227.STEP-1
2024-02-27 20:53:00,742 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 20240227.STEP-1
2024-02-27 20:53:00,742 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 20240227.STEP-1
2024-02-27 20:53:00,771 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-02-27 20:53:10,337 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2024-02-27 20:53:10,340 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
